satisfaction,evaluation,averageMonthlyHours,yearsAtCompany,turnover
87.0,60.0,292,2,0
44.0,55.0,291,3,0
54.0,91.0,291,3,0
55.0,75.0,274,3,0
81.0,75.0,272,3,0
50.0,55.0,299,2,0
93.0,74.0,287,3,0
64.0,50.0,280,6,0
57.0,78.0,287,4,0
95.0,74.0,282,3,0
86.0,67.0,281,3,0
82.0,58.0,284,2,0
18.0,79.0,282,4,0
58.0,70.0,286,4,0
57.0,56.0,286,2,0
94.0,83.0,252,3,0
20.0,97.0,286,5,0
73.0,75.0,287,5,0
94.0,80.0,271,3,0
99.0,61.0,267,3,0
22.0,49.0,277,4,0
67.0,66.0,295,3,0
49.0,67.0,288,2,0
78.0,95.0,284,3,0
15.0,74.0,278,3,0
91.0,89.0,277,3,0
70.0,78.0,271,4,0
60.0,95.0,268,3,0
59.0,57.0,273,2,0
59.0,93.0,267,3,0
55.0,64.0,264,3,0
42.0,75.0,269,2,0
57.0,81.0,271,3,0
72.0,51.0,274,2,0
83.0,81.0,266,6,0
89.0,93.0,287,3,0
55.0,59.0,279,3,0
53.0,75.0,252,2,0
74.0,59.0,265,4,0
63.0,98.0,279,2,0
63.0,40.0,269,2,0
61.0,97.0,268,3,0
76.0,79.0,259,5,0
67.0,82.0,273,4,0
51.0,95.0,274,3,0
67.0,55.0,282,3,0
16.0,94.0,281,4,0
34.0,85.0,274,4,0
58.0,73.0,272,3,0
50.0,71.0,286,5,0
56.0,48.0,269,3,0
56.0,98.0,261,3,0
74.0,71.0,244,2,0
69.0,99.0,261,2,0
15.0,81.0,288,5,0
58.0,67.0,265,2,0
80.0,79.0,255,3,0
50.0,57.0,286,3,0
66.0,92.0,281,2,0
81.0,78.0,290,3,0
14.0,68.0,284,5,0
92.0,85.0,291,2,0
69.0,91.0,280,3,0
66.0,99.0,280,2,0
85.0,39.0,294,4,0
83.0,69.0,268,2,0
100.0,49.0,266,4,0
68.0,65.0,291,4,0
26.0,97.0,267,2,0
35.0,41.0,266,2,0
12.0,58.0,253,2,0
91.0,93.0,287,3,0
65.0,67.0,275,3,0
78.0,72.0,263,4,0
61.0,82.0,259,4,0
64.0,51.0,289,2,0
58.0,73.0,274,4,0
63.0,76.0,300,2,0
94.0,60.0,268,2,0
26.0,81.0,276,4,0
59.0,69.0,278,3,0
78.0,80.0,278,3,0
86.0,64.0,252,3,0
79.0,73.0,267,3,0
89.0,73.0,268,4,0
34.0,99.0,278,3,0
29.0,77.0,291,6,0
71.0,89.0,273,4,0
93.0,58.0,266,2,0
94.0,76.0,277,3,0
91.0,72.0,277,3,0
71.0,96.0,277,4,0
67.0,81.0,268,4,0
54.0,42.0,276,3,0
89.0,58.0,267,4,0
94.0,91.0,273,3,0
15.0,89.0,280,6,0
45.0,92.0,277,4,0
92.0,67.0,266,4,0
63.0,56.0,281,5,0
80.0,66.0,261,3,0
45.0,72.0,287,2,0
72.0,54.0,272,2,0
84.0,36.0,266,5,0
61.0,51.0,273,2,0
63.0,88.0,281,3,0
49.0,54.0,275,2,0
68.0,51.0,278,3,0
64.0,85.0,280,2,0
61.0,64.0,272,3,0
83.0,55.0,258,3,0
94.0,51.0,279,2,0
27.0,66.0,270,6,0
60.0,49.0,285,4,0
83.0,69.0,277,2,0
53.0,75.0,275,3,0
79.0,97.0,258,3,0
96.0,49.0,290,3,0
50.0,56.0,268,3,0
68.0,81.0,282,2,0
24.0,54.0,270,4,0
80.0,80.0,262,6,0
62.0,74.0,261,3,0
100.0,85.0,269,2,0
64.0,75.0,274,3,0
51.0,55.0,288,3,0
74.0,50.0,280,3,0
49.0,99.0,273,2,0
96.0,83.0,269,6,0
59.0,62.0,280,4,0
84.0,57.0,278,3,0
16.0,84.0,275,6,0
62.0,75.0,283,2,0
79.0,67.0,270,3,0
53.0,83.0,277,3,0
17.0,48.0,270,5,0
57.0,76.0,288,2,0
65.0,82.0,289,2,0
69.0,74.0,289,2,0
30.0,80.0,275,3,0
99.0,92.0,268,3,0
50.0,69.0,282,2,0
54.0,96.0,263,2,0
69.0,57.0,275,4,0
50.0,85.0,272,2,0
66.0,73.0,279,3,0
100.0,93.0,278,3,0
15.0,61.0,282,6,0
31.0,54.0,271,5,0
65.0,49.0,291,4,0
72.0,69.0,291,2,0
84.0,85.0,286,3,0
55.0,80.0,255,2,0
60.0,58.0,273,3,0
84.0,48.0,263,2,0
68.0,87.0,264,3,0
13.0,100.0,277,3,0
88.0,98.0,281,2,0
64.0,57.0,290,3,0
19.0,95.0,280,3,0
83.0,88.0,278,3,0
17.0,41.0,276,3,0
44.0,74.0,279,6,0
52.0,55.0,264,2,0
66.0,62.0,258,2,0
96.0,55.0,289,3,0
19.0,50.0,256,3,0
86.0,100.0,276,3,0
65.0,57.0,287,4,0
61.0,97.0,285,3,0
53.0,96.0,265,3,0
14.0,76.0,287,6,0
74.0,100.0,291,4,0
47.0,62.0,270,5,0
60.0,56.0,271,3,0
81.0,58.0,290,4,0
95.0,59.0,271,4,0
98.0,80.0,302,2,0
52.0,80.0,277,3,0
100.0,97.0,280,3,0
16.0,74.0,275,4,0
19.0,83.0,268,4,0
94.0,87.0,305,3,0
58.0,43.0,291,3,0
92.0,69.0,275,3,0
65.0,80.0,264,4,0
74.0,74.0,274,3,0
60.0,53.0,273,2,0
100.0,100.0,281,4,0
81.0,96.0,266,3,0
54.0,67.0,272,3,0
18.0,81.0,276,4,0
82.0,88.0,285,2,0
90.0,96.0,283,2,0
62.0,62.0,274,2,0
77.0,76.0,275,3,0
58.0,86.0,276,2,0
27.0,47.0,282,6,0
78.0,72.0,265,3,0
98.0,66.0,295,3,0
75.0,50.0,278,4,0
74.0,67.0,275,3,0
90.0,99.0,278,3,0
73.0,71.0,286,6,0
90.0,62.0,270,3,0
68.0,91.0,265,3,0
90.0,74.0,285,4,0
64.0,93.0,276,2,0
63.0,90.0,283,3,0
87.0,89.0,284,4,0
60.0,55.0,289,3,0
70.0,74.0,256,3,0
15.0,94.0,271,6,0
45.0,75.0,290,3,0
43.0,90.0,277,5,0
92.0,46.0,279,5,0
72.0,81.0,268,2,0
94.0,84.0,268,2,0
74.0,52.0,264,3,0
48.0,71.0,266,3,0
84.0,76.0,264,2,0
53.0,86.0,272,3,0
45.0,88.0,293,3,0
95.0,67.0,278,4,0
95.0,58.0,273,3,0
70.0,85.0,270,2,0
19.0,93.0,285,4,0
74.0,91.0,284,3,0
54.0,59.0,283,3,0
50.0,69.0,299,2,0
95.0,72.0,276,5,0
69.0,69.0,273,3,0
24.0,74.0,290,3,0
96.0,70.0,267,2,0
61.0,50.0,269,4,0
76.0,53.0,286,3,0
61.0,64.0,281,2,0
37.0,48.0,282,5,0
81.0,90.0,297,3,0
59.0,90.0,276,3,0
73.0,82.0,271,3,0
87.0,57.0,296,6,0
67.0,66.0,273,3,0
96.0,78.0,289,3,0
98.0,51.0,265,3,0
50.0,58.0,276,2,0
49.0,71.0,267,2,0
13.0,65.0,280,4,0
57.0,68.0,258,6,0
51.0,94.0,280,2,0
99.0,69.0,282,2,0
80.0,77.0,269,2,0
56.0,39.0,293,4,0
96.0,84.0,293,4,0
96.0,50.0,306,2,0
87.0,53.0,287,6,0
61.0,90.0,266,3,0
18.0,60.0,270,4,0
24.0,77.0,261,5,0
86.0,48.0,241,3,0
25.0,62.0,275,5,0
25.0,82.0,288,5,0
63.0,55.0,259,3,0
89.0,68.0,264,2,0
87.0,82.0,256,3,0
87.0,78.0,298,2,0
71.0,99.0,264,4,0
98.0,87.0,280,2,0
16.0,51.0,287,6,0
83.0,68.0,258,2,0
65.0,77.0,269,2,0
95.0,64.0,284,3,0
67.0,67.0,267,3,0
53.0,88.0,257,3,0
74.0,94.0,283,3,0
77.0,79.0,283,4,0
13.0,72.0,288,5,0
82.0,92.0,271,3,0
88.0,65.0,292,2,0
89.0,50.0,273,2,0
85.0,51.0,282,4,0
93.0,87.0,257,2,0
62.0,70.0,277,3,0
58.0,96.0,275,2,0
98.0,50.0,269,3,0
52.0,45.0,288,3,0
76.0,49.0,267,2,0
73.0,91.0,289,2,0
74.0,64.0,268,5,0
49.0,48.0,267,2,0
91.0,97.0,284,3,0
74.0,92.0,276,3,0
86.0,82.0,276,4,0
52.0,47.0,288,5,0
95.0,81.0,273,2,0
65.0,98.0,276,3,0
70.0,56.0,275,2,0
14.0,66.0,266,5,0
92.0,53.0,284,4,0
54.0,60.0,293,2,0
76.0,95.0,286,4,0
78.0,66.0,283,2,0
85.0,86.0,295,3,0
78.0,80.0,277,3,0
55.0,72.0,267,3,0
68.0,61.0,278,2,0
91.0,68.0,287,2,0
76.0,56.0,280,2,0
15.0,67.0,280,3,0
95.0,60.0,282,3,0
74.0,37.0,270,3,0
92.0,56.0,281,2,0
64.0,89.0,283,3,0
96.0,90.0,283,3,0
21.0,72.0,278,6,0
85.0,67.0,276,4,0
52.0,86.0,276,3,0
54.0,81.0,280,6,0
56.0,81.0,281,4,0
59.0,79.0,271,3,0
88.0,58.0,274,3,0
70.0,84.0,287,3,0
95.0,58.0,266,2,0
83.0,88.0,278,2,0
76.0,62.0,277,3,0
82.0,92.0,288,3,0
55.0,97.0,259,3,0
89.0,55.0,281,4,0
66.0,94.0,263,3,0
41.0,61.0,272,2,0
83.0,77.0,283,2,0
88.0,72.0,268,2,0
56.0,66.0,286,2,0
53.0,72.0,286,3,0
80.0,41.0,278,4,0
95.0,78.0,277,3,0
90.0,88.0,280,2,0
50.0,97.0,273,3,0
40.0,59.0,284,6,0
52.0,85.0,276,4,0
51.0,50.0,260,3,0
84.0,62.0,265,3,0
78.0,98.0,277,3,0
91.0,71.0,267,3,0
59.0,71.0,282,2,0
69.0,97.0,269,4,0
87.0,93.0,288,2,0
66.0,100.0,286,2,0
50.0,54.0,269,3,0
95.0,75.0,280,4,0
77.0,64.0,281,3,0
66.0,50.0,273,2,0
61.0,98.0,283,5,0
70.0,87.0,264,3,0
89.0,71.0,278,2,0
60.0,78.0,289,3,0
62.0,51.0,274,3,0
59.0,90.0,270,2,0
69.0,59.0,269,4,0
36.0,94.0,277,5,0
59.0,93.0,290,3,0
50.0,51.0,281,4,0
53.0,99.0,287,3,0
84.0,90.0,293,2,0
51.0,95.0,285,3,0
53.0,56.0,301,3,0
98.0,63.0,280,3,0
95.0,81.0,285,3,0
13.0,76.0,288,3,0
50.0,64.0,271,4,0
93.0,76.0,279,3,0
50.0,87.0,281,2,0
66.0,84.0,282,2,0
89.0,79.0,288,3,0
46.0,43.0,273,3,0
67.0,60.0,283,3,0
96.0,90.0,298,3,0
98.0,76.0,273,3,0
67.0,57.0,288,4,0
72.0,72.0,261,4,0
65.0,49.0,280,2,0
72.0,67.0,272,3,0
78.0,58.0,282,3,0
93.0,56.0,295,2,0
73.0,85.0,269,4,0
20.0,57.0,269,5,0
47.0,50.0,269,2,0
56.0,62.0,271,3,0
72.0,86.0,263,2,0
91.0,56.0,278,4,0
79.0,49.0,272,3,0
53.0,75.0,262,4,0
14.0,51.0,276,6,0
78.0,92.0,278,4,0
52.0,74.0,290,3,0
94.0,68.0,287,2,0
83.0,80.0,258,4,0
44.0,68.0,274,2,0
72.0,74.0,253,2,0
84.0,58.0,288,3,0
76.0,99.0,275,2,0
92.0,94.0,303,2,0
58.0,93.0,266,2,0
85.0,81.0,268,4,0
74.0,51.0,281,3,0
74.0,87.0,279,2,0
72.0,80.0,300,3,0
76.0,98.0,257,3,0
85.0,72.0,279,3,0
82.0,49.0,265,3,0
60.0,93.0,278,3,0
39.0,64.0,278,2,0
83.0,53.0,264,4,0
70.0,92.0,271,3,0
84.0,97.0,252,2,0
90.0,77.0,286,3,0
18.0,84.0,263,5,0
52.0,71.0,274,2,0
87.0,51.0,260,3,0
60.0,79.0,263,2,0
72.0,93.0,270,2,0
48.0,64.0,281,3,0
75.0,53.0,283,2,0
85.0,55.0,276,6,0
39.0,41.0,269,3,0
61.0,68.0,289,2,0
60.0,61.0,275,3,0
57.0,64.0,271,3,0
19.0,68.0,258,3,0
48.0,77.0,269,3,0
69.0,75.0,277,3,0
70.0,55.0,299,4,0
65.0,92.0,266,3,0
81.0,96.0,273,3,0
85.0,95.0,276,3,0
93.0,76.0,259,2,0
72.0,94.0,282,3,0
49.0,55.0,298,3,0
94.0,47.0,272,6,0
81.0,84.0,281,2,0
92.0,78.0,285,4,0
97.0,82.0,277,2,0
98.0,61.0,276,2,0
44.0,45.0,290,2,0
72.0,87.0,273,4,0
80.0,73.0,277,3,0
60.0,72.0,262,4,0
89.0,65.0,264,3,0
69.0,57.0,264,2,0
54.0,81.0,259,2,0
97.0,75.0,264,3,0
37.0,40.0,257,2,0
73.0,52.0,294,3,0
57.0,69.0,275,3,0
86.0,66.0,266,2,0
83.0,85.0,278,3,0
19.0,52.0,291,5,0
55.0,93.0,292,4,0
60.0,65.0,264,2,0
62.0,71.0,274,3,0
65.0,55.0,282,2,0
40.0,48.0,282,2,0
82.0,78.0,285,2,0
75.0,69.0,274,2,0
83.0,53.0,286,3,0
77.0,78.0,294,3,0
59.0,98.0,273,3,0
80.0,79.0,263,4,0
84.0,55.0,275,3,0
88.0,71.0,282,3,0
37.0,90.0,281,6,0
88.0,66.0,273,2,0
69.0,85.0,263,2,0
54.0,49.0,274,2,0
76.0,57.0,273,4,0
51.0,58.0,261,3,0
16.0,52.0,275,4,0
65.0,60.0,280,3,0
54.0,81.0,279,4,0
66.0,68.0,291,3,0
95.0,65.0,266,3,0
83.0,57.0,269,2,0
98.0,84.0,258,3,0
72.0,72.0,268,2,0
71.0,62.0,284,4,0
36.0,65.0,290,2,0
55.0,65.0,276,4,0
64.0,52.0,269,3,0
62.0,57.0,290,2,0
100.0,95.0,278,6,0
91.0,91.0,269,2,0
81.0,67.0,274,3,0
71.0,92.0,273,3,0
97.0,74.0,277,5,0
75.0,86.0,282,4,0
68.0,100.0,262,4,0
87.0,68.0,265,3,0
96.0,57.0,272,2,0
41.0,86.0,274,5,0
81.0,61.0,266,4,0
68.0,100.0,278,5,0
63.0,56.0,271,3,0
60.0,84.0,272,3,0
66.0,97.0,270,3,0
69.0,82.0,277,4,0
23.0,37.0,267,4,0
52.0,63.0,278,3,0
65.0,86.0,285,2,0
78.0,40.0,282,3,0
60.0,65.0,286,2,0
90.0,62.0,276,3,0
59.0,95.0,271,2,0
89.0,78.0,276,2,0
96.0,85.0,277,4,0
68.0,76.0,284,3,0
52.0,72.0,282,2,0
68.0,94.0,275,2,0
60.0,59.0,266,3,0
28.0,83.0,293,4,0
98.0,54.0,277,3,0
67.0,52.0,279,2,0
86.0,60.0,268,2,0
83.0,90.0,267,3,0
79.0,86.0,283,3,0
54.0,86.0,274,5,0
51.0,86.0,267,2,0
75.0,65.0,268,2,0
51.0,67.0,284,3,0
73.0,74.0,264,3,0
17.0,40.0,268,3,0
88.0,59.0,254,3,0
76.0,79.0,275,3,0
29.0,77.0,284,3,0
62.0,97.0,278,3,0
50.0,85.0,287,3,0
16.0,65.0,285,3,0
18.0,99.0,269,6,0
86.0,68.0,291,2,0
68.0,52.0,268,3,0
68.0,85.0,283,3,0
89.0,78.0,282,3,0
86.0,88.0,280,2,0
43.0,41.0,269,3,0
85.0,58.0,267,6,0
94.0,80.0,277,4,0
58.0,71.0,269,3,0
43.0,60.0,267,3,0
72.0,49.0,280,3,0
95.0,96.0,267,3,0
35.0,67.0,284,3,0
77.0,79.0,264,3,0
74.0,70.0,257,2,0
50.0,60.0,283,2,0
87.0,56.0,269,2,0
55.0,48.0,263,3,0
80.0,65.0,269,3,0
49.0,52.0,278,2,0
54.0,92.0,267,3,0
21.0,87.0,252,5,0
77.0,77.0,280,2,0
53.0,73.0,282,3,0
89.0,49.0,272,6,0
25.0,59.0,285,3,0
53.0,59.0,274,2,0
44.0,45.0,270,3,0
70.0,44.0,266,2,0
54.0,76.0,287,4,0
90.0,56.0,285,3,0
69.0,80.0,257,3,0
78.0,59.0,272,3,0
91.0,49.0,262,6,0
92.0,61.0,268,2,0
96.0,88.0,279,2,0
80.0,77.0,276,2,0
52.0,67.0,277,3,0
52.0,97.0,264,2,0
93.0,96.0,277,3,0
89.0,90.0,282,2,0
83.0,61.0,289,4,0
70.0,84.0,273,6,0
89.0,74.0,284,2,0
21.0,37.0,306,3,0
67.0,78.0,272,4,0
73.0,97.0,279,2,0
85.0,51.0,270,4,0
54.0,85.0,272,3,0
74.0,94.0,262,6,0
71.0,65.0,272,2,0
76.0,52.0,262,3,0
85.0,50.0,290,2,0
82.0,89.0,296,3,0
71.0,79.0,290,3,0
79.0,65.0,273,3,0
86.0,56.0,290,3,0
90.0,78.0,261,3,0
65.0,80.0,273,3,0
53.0,74.0,279,2,0
51.0,91.0,267,5,0
100.0,76.0,279,3,0
92.0,82.0,281,3,0
100.0,59.0,270,3,0
23.0,67.0,275,5,0
52.0,77.0,288,2,0
80.0,83.0,272,2,0
59.0,72.0,276,3,0
75.0,55.0,272,2,0
99.0,58.0,255,3,0
57.0,76.0,284,3,0
87.0,95.0,271,3,0
52.0,47.0,275,5,0
57.0,90.0,280,2,0
32.0,77.0,268,4,0
66.0,81.0,268,3,0
53.0,80.0,283,3,0
55.0,62.0,261,3,0
66.0,90.0,279,4,0
69.0,92.0,288,2,0
67.0,99.0,277,3,0
75.0,37.0,261,3,0
70.0,98.0,282,2,0
71.0,74.0,271,2,0
97.0,60.0,278,2,0
50.0,48.0,263,3,0
34.0,92.0,256,3,0
67.0,74.0,282,3,0
78.0,98.0,296,3,0
52.0,91.0,271,2,0
91.0,51.0,276,2,0
79.0,92.0,276,3,0
83.0,53.0,263,2,0
74.0,76.0,285,3,0
77.0,97.0,274,3,0
49.0,71.0,275,3,0
94.0,89.0,258,3,0
99.0,91.0,266,2,0
69.0,84.0,279,3,0
88.0,59.0,262,4,0
89.0,90.0,277,3,0
80.0,58.0,274,2,0
22.0,89.0,283,4,0
87.0,83.0,278,2,0
66.0,66.0,257,4,0
90.0,68.0,270,3,0
95.0,54.0,273,5,0
49.0,56.0,290,6,0
71.0,68.0,286,2,0
20.0,96.0,277,3,0
95.0,64.0,280,5,0
68.0,80.0,283,2,0
93.0,68.0,279,2,0
85.0,57.0,282,3,0
82.0,68.0,287,2,0
87.0,42.0,276,5,0
88.0,84.0,279,3,0
98.0,79.0,277,3,0
89.0,98.0,289,3,0
92.0,51.0,288,3,0
48.0,60.0,266,5,0
67.0,49.0,275,3,0
84.0,55.0,277,3,0
97.0,78.0,280,2,0
65.0,53.0,269,3,0
79.0,87.0,263,2,0
75.0,75.0,285,4,0
69.0,64.0,274,3,0
85.0,60.0,285,3,0
34.0,41.0,278,3,0
97.0,68.0,282,2,0
39.0,99.0,275,6,0
54.0,81.0,273,4,0
78.0,67.0,262,3,0
49.0,79.0,263,3,0
17.0,83.0,258,5,0
98.0,81.0,280,2,0
90.0,100.0,289,5,0
24.0,89.0,277,4,0
92.0,79.0,275,3,0
36.0,72.0,278,3,0
19.0,76.0,276,3,0
75.0,76.0,274,4,0
91.0,81.0,287,3,0
72.0,95.0,281,3,0
62.0,64.0,283,2,0
97.0,75.0,246,2,0
69.0,64.0,268,3,0
98.0,56.0,272,2,0
62.0,53.0,254,3,0
59.0,82.0,276,2,0
73.0,98.0,274,3,0
71.0,79.0,269,3,0
85.0,58.0,271,4,0
80.0,94.0,266,3,0
48.0,38.0,274,3,0
64.0,40.0,280,3,0
19.0,64.0,281,5,0
82.0,69.0,278,3,0
99.0,96.0,273,3,0
45.0,58.0,270,2,0
89.0,89.0,276,2,0
75.0,78.0,266,5,0
80.0,86.0,265,2,0
78.0,49.0,254,2,0
95.0,76.0,265,2,0
68.0,67.0,300,2,0
82.0,97.0,260,3,0
90.0,69.0,290,2,0
59.0,99.0,287,2,0
66.0,57.0,279,4,0
63.0,56.0,251,4,0
73.0,78.0,284,2,0
63.0,93.0,271,4,0
87.0,62.0,264,2,0
62.0,87.0,276,2,0
53.0,90.0,283,3,0
94.0,83.0,272,2,0
94.0,55.0,270,2,0
55.0,64.0,281,2,0
58.0,72.0,269,3,0
98.0,88.0,283,5,0
74.0,76.0,269,4,0
65.0,48.0,282,3,0
97.0,79.0,254,2,0
58.0,75.0,275,2,0
49.0,77.0,279,2,0
69.0,98.0,268,2,0
55.0,49.0,273,3,0
65.0,89.0,276,3,0
87.0,49.0,276,2,0
12.0,70.0,262,4,0
65.0,84.0,257,4,0
23.0,66.0,279,4,0
62.0,77.0,276,3,0
86.0,72.0,282,2,0
85.0,60.0,294,4,0
74.0,76.0,283,2,0
53.0,76.0,276,4,0
99.0,44.0,271,6,0
48.0,81.0,256,3,0
72.0,74.0,277,2,0
76.0,72.0,276,5,0
41.0,70.0,262,3,0
85.0,88.0,266,2,0
62.0,49.0,273,3,0
16.0,78.0,292,6,0
58.0,61.0,282,2,0
73.0,95.0,267,3,0
28.0,76.0,257,2,0
77.0,61.0,276,2,0
85.0,86.0,262,3,0
56.0,76.0,301,2,0
81.0,100.0,288,2,0
83.0,87.0,270,3,0
49.0,48.0,267,3,0
81.0,97.0,264,3,0
56.0,92.0,270,4,0
77.0,83.0,265,3,0
73.0,50.0,279,4,0
95.0,72.0,266,2,0
69.0,68.0,261,3,0
79.0,89.0,286,4,0
63.0,57.0,268,2,0
80.0,79.0,266,3,0
64.0,61.0,258,2,0
92.0,90.0,275,3,0
96.0,75.0,290,2,0
56.0,85.0,256,3,0
37.0,61.0,273,2,0
50.0,82.0,266,2,0
49.0,58.0,277,4,0
100.0,73.0,291,2,0
82.0,75.0,270,3,0
52.0,54.0,262,3,0
76.0,96.0,266,3,0
20.0,53.0,291,4,0
60.0,90.0,267,3,0
69.0,90.0,277,4,0
93.0,51.0,281,2,0
70.0,64.0,286,3,0
56.0,54.0,272,2,0
97.0,61.0,282,3,0
24.0,65.0,275,5,0
83.0,91.0,284,3,0
55.0,85.0,271,2,0
68.0,99.0,261,3,0
48.0,53.0,287,4,0
75.0,95.0,266,3,0
61.0,50.0,267,3,0
50.0,74.0,278,2,0
78.0,54.0,266,3,0
61.0,68.0,270,3,0
48.0,50.0,276,3,0
93.0,92.0,278,2,0
78.0,58.0,261,2,0
92.0,99.0,278,4,0
71.0,98.0,266,3,0
15.0,42.0,292,3,0
14.0,83.0,270,5,0
56.0,72.0,281,2,0
100.0,84.0,270,3,0
77.0,82.0,252,4,0
86.0,66.0,280,2,0
88.0,95.0,275,3,0
85.0,84.0,289,3,0
95.0,56.0,289,2,0
65.0,65.0,260,3,0
70.0,55.0,277,2,0
60.0,55.0,276,3,0
84.0,83.0,270,3,0
23.0,59.0,280,5,0
89.0,75.0,274,3,0
98.0,91.0,263,2,0
88.0,83.0,272,3,0
87.0,52.0,255,4,0
93.0,96.0,280,4,0
13.0,95.0,273,2,0
99.0,56.0,274,4,0
52.0,51.0,276,2,0
58.0,98.0,270,3,0
85.0,57.0,267,2,0
41.0,59.0,284,3,0
100.0,80.0,280,3,0
63.0,64.0,281,3,0
63.0,58.0,274,3,0
63.0,90.0,282,3,0
59.0,62.0,279,4,0
88.0,77.0,273,4,0
72.0,70.0,272,3,0
67.0,81.0,258,2,0
41.0,54.0,279,4,0
30.0,68.0,269,6,0
83.0,84.0,289,2,0
73.0,93.0,287,2,0
87.0,90.0,280,2,0
93.0,74.0,274,4,0
97.0,91.0,276,3,0
70.0,54.0,290,4,0
66.0,95.0,275,3,0
62.0,66.0,286,3,0
56.0,52.0,273,2,0
32.0,72.0,264,5,0
55.0,81.0,264,3,0
69.0,91.0,269,2,0
91.0,63.0,270,3,0
33.0,82.0,276,6,0
37.0,74.0,286,3,0
95.0,57.0,278,3,0
17.0,91.0,288,5,0
95.0,53.0,269,3,0
27.0,69.0,282,5,0
91.0,95.0,275,3,0
49.0,61.0,281,2,0
60.0,56.0,283,3,0
52.0,57.0,280,3,0
54.0,65.0,269,3,0
86.0,53.0,277,2,0
78.0,87.0,295,3,0
60.0,81.0,262,3,0
15.0,91.0,268,3,0
72.0,92.0,272,3,0
94.0,85.0,276,2,0
92.0,56.0,267,3,0
60.0,88.0,269,3,0
41.0,68.0,272,3,0
50.0,43.0,279,2,0
80.0,91.0,278,2,0
67.0,83.0,270,3,0
71.0,88.0,280,3,0
66.0,85.0,260,5,0
77.0,74.0,298,2,0
62.0,54.0,246,2,0
95.0,53.0,263,3,0
89.0,75.0,279,2,0
74.0,83.0,277,2,0
19.0,80.0,272,5,0
83.0,77.0,265,3,0
53.0,64.0,276,4,0
98.0,75.0,253,2,0
74.0,99.0,291,2,0
22.0,88.0,283,5,0
76.0,68.0,284,3,0
89.0,91.0,284,3,0
50.0,84.0,275,4,0
17.0,82.0,274,4,0
46.0,38.0,283,3,0
68.0,78.0,285,3,0
77.0,86.0,273,2,0
68.0,83.0,268,3,0
15.0,70.0,288,4,0
70.0,98.0,283,5,0
66.0,96.0,301,2,0
54.0,52.0,270,3,0
57.0,57.0,289,3,0
78.0,58.0,270,3,0
14.0,83.0,285,6,0
73.0,86.0,306,3,0
65.0,97.0,292,2,0
31.0,59.0,268,3,0
77.0,55.0,271,2,0
68.0,85.0,270,4,0
79.0,69.0,282,2,0
92.0,62.0,289,3,0
77.0,96.0,243,4,0
48.0,89.0,280,2,0
63.0,66.0,271,2,0
92.0,49.0,269,3,0
50.0,85.0,276,6,0
52.0,91.0,259,2,0
73.0,79.0,274,3,0
99.0,87.0,270,3,0
91.0,99.0,270,3,0
85.0,79.0,278,2,0
95.0,69.0,288,2,0
67.0,85.0,272,4,0
86.0,55.0,274,2,0
71.0,54.0,290,3,0
99.0,95.0,275,5,0
57.0,61.0,279,2,0
98.0,72.0,261,2,0
62.0,58.0,288,2,0
74.0,79.0,279,4,0
70.0,60.0,257,3,0
80.0,93.0,274,3,0
65.0,69.0,275,3,0
53.0,52.0,275,4,0
43.0,62.0,271,3,0
59.0,65.0,275,3,0
16.0,96.0,287,6,0
84.0,80.0,275,3,0
78.0,95.0,262,4,0
66.0,91.0,277,3,0
70.0,74.0,281,2,0
73.0,63.0,272,3,0
65.0,88.0,277,4,0
79.0,59.0,266,4,0
57.0,68.0,260,3,0
24.0,58.0,257,4,0
95.0,78.0,287,2,0
38.0,54.0,272,3,0
90.0,78.0,289,2,0
50.0,40.0,276,4,0
68.0,61.0,273,5,0
50.0,78.0,272,3,0
85.0,81.0,266,4,0
95.0,52.0,259,3,0
92.0,92.0,279,2,0
83.0,87.0,275,3,0
90.0,78.0,271,2,0
21.0,77.0,268,4,0
94.0,86.0,273,4,0
70.0,85.0,279,3,0
54.0,76.0,270,4,0
77.0,65.0,268,3,0
62.0,49.0,287,2,0
93.0,55.0,267,2,0
81.0,86.0,276,3,0
99.0,79.0,280,2,0
78.0,49.0,272,3,0
66.0,63.0,280,5,0
90.0,72.0,284,2,0
74.0,53.0,274,2,0
65.0,78.0,280,5,0
99.0,52.0,271,3,0
83.0,72.0,277,3,0
60.0,82.0,278,3,0
55.0,93.0,255,3,0
96.0,71.0,260,3,0
83.0,94.0,273,3,0
95.0,70.0,281,3,0
77.0,88.0,292,3,0
83.0,95.0,284,3,0
87.0,54.0,281,3,0
69.0,49.0,275,4,0
67.0,58.0,286,3,0
55.0,49.0,269,2,0
55.0,82.0,264,6,0
39.0,48.0,287,3,0
51.0,93.0,281,3,0
39.0,38.0,288,3,0
96.0,93.0,261,3,0
68.0,81.0,278,2,0
67.0,71.0,257,3,0
68.0,44.0,273,5,0
56.0,58.0,289,3,0
90.0,70.0,279,3,0
69.0,59.0,286,3,0
99.0,71.0,265,3,0
42.0,59.0,261,2,0
28.0,51.0,265,3,0
55.0,65.0,265,3,0
91.0,53.0,280,6,0
53.0,98.0,278,4,0
87.0,74.0,272,3,0
57.0,60.0,291,4,0
59.0,77.0,272,3,0
76.0,89.0,269,3,0
59.0,42.0,274,3,0
50.0,54.0,292,2,0
